RadTrack,Copyright 2012-2014 by RadiaBeam Technologies LLC - All rights reserved (C)
 p0 [eV],Q [C],mass [eV]
 200000000.0,1e-09,510998.909848
 x,xp,y,yp,s,dp
 [m],[rad],[m],[rad],[m],[rad]
1.421670153492e-03,-1.506824514024e-02,1.488046391974e-03,2.900842207168e-03,1.356575109388e-04,8.690216579975e-05
9.908967193023e-04,-8.983834044303e-03,-8.519647823616e-04,1.180333638664e-03,-2.488148179782e-04,2.923280666536e-03
-3.012952877778e-04,2.025543813358e-03,-3.102076143867e-04,7.764392109983e-04,-8.712994857229e-04,5.494752278493e-04
-1.915666032191e-03,1.817157791098e-02,9.946109971766e-04,1.704608242016e-03,-6.974195917078e-04,-4.214242737173e-05
-1.934538981474e-03,2.079704565992e-02,-2.974911869175e-04,2.385031670363e-05,5.221028135873e-04,3.547176419332e-04
1.164377949369e-03,-1.255139329443e-02,-2.301353085650e-04,2.095522119351e-03,-9.651035566013e-04,7.090406364837e-04
2.129394201772e-05,-4.659830654907e-04,5.163841546640e-04,9.263516336339e-04,-2.386971022437e-03,9.846602886473e-04
1.707076059123e-03,-1.841324110893e-02,4.444644309897e-05,4.537797409517e-05,1.063869803528e-03,-2.026546365168e-03
2.493418350519e-04,-1.756465251262e-03,-1.572656839499e-03,5.929619459474e-04,7.942800008306e-04,7.505472948488e-04
-3.436777676834e-04,3.559048586846e-03,-1.274350595988e-03,-1.999889008674e-04,-2.937289011692e-04,-1.963354529639e-03
-1.538783272152e-03,1.649029111625e-02,1.958280921452e-03,6.885498787036e-04,-1.503231595655e-04,-1.136049816329e-04
9.052856381208e-04,-7.384018363078e-03,1.836970752950e-03,1.975737052876e-04,1.968680882907e-03,1.039919971869e-03
3.703795882778e-04,-4.560747786618e-03,-3.505147134378e-04,3.563643966770e-04,2.415465340906e-03,5.110223100718e-04
-1.955951637516e-03,1.789952472950e-02,-1.335836329959e-03,-2.224766018552e-04,2.722964536747e-04,1.153077301223e-04
3.026157394530e-04,-3.699555531817e-03,3.906218631921e-04,5.775140713062e-04,6.128585729144e-04,-2.657130232770e-03
-7.323338723020e-05,7.396819302404e-04,4.470494986561e-04,1.496439443160e-03,-8.376143927570e-04,-2.389917730716e-03
9.943925566656e-04,-9.249043147002e-03,-1.757045583790e-03,1.034821931805e-03,6.868608113761e-04,-5.574671339586e-04
1.268861901051e-03,-1.307571147702e-02,1.840575175001e-04,-2.616448762963e-04,1.360362324120e-04,6.969512303089e-04
-4.246869901442e-04,5.249771800460e-03,1.352362500179e-03,2.938705618002e-03,-1.012198784052e-03,1.902401952620e-03
-1.906283610556e-03,1.886523865178e-02,-2.754924508287e-04,1.692407352831e-03,9.115710746316e-04,1.115183885882e-03
-4.155890379925e-04,4.002941673386e-03,7.939335794049e-04,1.944018472111e-03,4.915478465788e-04,1.126388408900e-03
4.229679088639e-04,-3.978005638423e-03,-1.024532155889e-03,3.466915952150e-03,7.304144011565e-05,-3.630491220647e-04
4.474359230460e-04,-4.473951344512e-03,-1.199241164910e-03,1.046295240647e-04,-1.794784412040e-03,2.266995093236e-03
1.585398140497e-03,-1.622206058913e-02,-1.195977677740e-03,1.834127561474e-03,5.569148105273e-04,1.311740266578e-04
-7.234999934728e-04,7.936651319271e-03,1.268487563200e-03,1.427952642847e-03,2.374583790421e-03,1.044366691564e-03
1.242538133823e-03,-1.290376235254e-02,-2.767424074770e-04,7.961271063489e-04,8.779956110342e-04,7.475948770060e-05
-2.615280217778e-03,2.830482231092e-02,3.561227975616e-04,1.336974228255e-03,-2.981170994699e-04,-6.968396439628e-04
-1.745145224634e-03,1.860478601698e-02,-9.582457565630e-04,1.874125357124e-03,-2.718927020452e-04,-9.535626798868e-04
1.380682329910e-03,-1.447677231268e-02,1.450431426971e-03,9.746524086778e-04,5.333585488875e-04,3.153425398713e-04
1.279081048698e-03,-1.173769992669e-02,4.775662689112e-04,1.619532844744e-03,-8.366774525494e-04,4.879582359167e-04
-2.103623280424e-03,2.181930840004e-02,-8.435161928923e-04,1.486366279583e-03,-7.929735099890e-04,-2.205452265305e-04
-1.676196170944e-03,1.666446617704e-02,-6.656779687634e-04,1.370652102683e-03,1.192614463395e-03,5.370169135578e-04
-8.931370171313e-04,7.953336507828e-03,7.659261793106e-04,1.642676272633e-03,4.615451751135e-04,1.705023224767e-03
6.991789377540e-04,-8.284566843123e-03,3.076989745131e-04,6.556976086943e-04,-9.548584202496e-04,-1.734244285675e-03
-2.164615498914e-03,2.127893336116e-02,-6.701510584925e-05,2.212614533256e-03,6.745154827772e-05,-1.155235351922e-03
-8.456140932166e-04,9.144455777854e-03,1.334861292547e-03,8.902602720978e-04,1.283002485619e-03,1.563700260667e-03
2.392149869193e-04,-1.229630421801e-03,4.792940600052e-04,2.084506523341e-03,-1.127899428027e-03,-1.257156886165e-03
1.345703449992e-03,-1.462832010090e-02,1.365266114975e-03,7.972570009409e-04,9.805118948799e-04,4.959388395317e-05
-4.238762093363e-04,3.824755774282e-03,-2.074686116079e-04,1.626152857622e-03,1.060074011090e-03,-1.002504043145e-03
-1.899623478613e-03,2.101005771707e-02,2.528648485248e-04,2.031062878345e-03,8.277017451196e-05,-1.886216056758e-03
3.317709091306e-04,-3.979406265375e-03,-1.386474726311e-03,1.345519197045e-03,1.094088299356e-03,1.558672424182e-03
4.280716237054e-04,-3.102835355752e-03,-1.540954804419e-03,9.790401292075e-04,-2.447483166305e-03,-7.638553329520e-05
1.349973404519e-03,-1.381435250366e-02,7.295899393860e-04,1.942966209890e-03,-6.021376729030e-05,-3.072390650516e-03
1.946340636756e-04,-5.423180930326e-04,1.260753389420e-03,1.525151591124e-03,-5.665238407349e-04,-1.630417697870e-04
8.655993555437e-04,-7.888370634298e-03,-3.492877562955e-04,3.311454231725e-03,-1.950308825607e-04,-3.581924630618e-05
4.690858405057e-04,-5.182255679693e-03,1.038639056015e-04,1.255174429871e-03,-6.017569572537e-04,-2.317982672431e-03
-1.575923323952e-03,1.706097481889e-02,5.407732128768e-04,2.131054296273e-03,4.433599705215e-04,-1.051396494719e-03
-4.759158614416e-04,4.508663249542e-03,1.051710829456e-03,8.223501176529e-04,1.207359794734e-03,-1.041246735411e-03
-1.511575000932e-03,1.554602976239e-02,-8.061737174100e-04,2.336430280181e-04,8.290902887359e-04,6.727555278924e-04
-4.302759893102e-04,5.397615362831e-03,-8.137458809315e-04,1.151782294060e-03,4.399361178507e-04,3.670100628718e-04
9.474420618535e-04,-8.557908856716e-03,6.687366185038e-04,1.010487744089e-03,-3.143009381484e-04,9.100142519751e-04
-2.322427343548e-04,2.312548357746e-03,-3.496193350610e-04,1.680299223962e-03,1.603623229570e-03,2.016355295238e-03
8.101204691836e-05,-1.531260859608e-03,-3.521161301675e-04,-1.054985919774e-03,-1.660462453466e-03,7.565844181083e-04
-7.822601540661e-04,8.500990281968e-03,-2.175426929506e-04,-1.537207646690e-03,1.493078963984e-03,8.458605989301e-04
8.919599891576e-04,-7.701790490779e-03,3.296345194726e-04,5.013485469494e-04,2.465471312274e-03,-5.284803795342e-04
-2.104056354945e-04,3.295366949537e-03,-1.601161349210e-04,2.318592650388e-03,4.552474747385e-04,-9.238984718123e-04
1.077665431083e-03,-1.200554406581e-02,-1.682766337295e-04,3.463356455954e-04,-4.019036668155e-04,-6.311176738484e-04
1.543263427056e-03,-1.590767772019e-02,1.744081006974e-03,2.223565564299e-03,-1.051657958544e-03,-4.197830395667e-04
2.207320537786e-04,-2.087650515367e-03,1.938014532150e-03,1.970169004379e-03,4.209298002043e-04,1.352924676618e-04
-2.417570567949e-04,3.290371817650e-03,-2.574015457877e-03,2.362647064897e-03,9.193876347379e-04,7.765353773323e-04
2.416177188122e-05,4.002538962826e-04,7.016317395452e-04,3.215225046934e-04,8.366393628477e-04,-4.305168922551e-05
-1.044878142560e-03,1.022776936504e-02,-5.012888655381e-04,1.596745788290e-03,-1.070597898421e-03,8.206442041091e-04
-1.886685286077e-03,1.857665495425e-02,-6.182169074815e-05,-9.647279472940e-04,-1.233779458390e-04,4.957381114401e-04
5.120237320298e-05,-1.192058625798e-03,5.511940010938e-04,1.051158099776e-03,2.989568321089e-04,-1.015699997047e-03
-6.057154363175e-04,5.896172000727e-03,1.620062870676e-03,1.769723872869e-04,2.152263312491e-05,-1.188976644301e-03
-7.587415642058e-04,8.179570292803e-03,1.277902634577e-04,1.076114569237e-03,-2.287016793597e-04,-6.159120072789e-04
4.667240222884e-04,-4.209566349025e-03,2.793969176321e-04,1.384664600333e-03,-1.584660487632e-03,2.551487447644e-03
2.515382268610e-03,-2.422939732077e-02,-1.561799209177e-03,3.724576899160e-04,-1.976197405097e-04,-5.223214174950e-04
-1.803226503790e-03,1.810877418070e-02,-1.729037904120e-03,2.079297531988e-03,-2.187987628182e-05,7.853776277534e-04
-4.051455449135e-04,4.855584087082e-03,-1.174692149936e-03,1.254166192880e-03,-4.846513515648e-04,-4.065979574252e-04
-1.100904241642e-04,1.083337387285e-03,-5.475276640279e-04,4.043223009682e-05,4.998404934391e-04,1.836272389826e-03
-1.178118348316e-03,1.105874672614e-02,8.718194942008e-04,2.112596888102e-03,1.802894510984e-03,-8.520616754917e-04
3.187599272485e-05,-1.325872659673e-03,9.419433696748e-04,1.107377082364e-03,1.567375482773e-03,5.672974395759e-04
-5.215793321132e-04,4.340479970310e-03,1.661442545834e-04,3.309033733416e-05,-1.928629865185e-03,1.124480408437e-03
-9.582876489817e-06,2.530039511635e-04,1.520271607179e-03,3.420509426603e-04,2.295343551883e-04,6.815470690465e-04
1.738075258197e-03,-1.661857130027e-02,1.886707027594e-04,-4.821855478363e-04,1.683553747853e-03,-6.508989659575e-04
-7.539033697260e-04,8.185314440393e-03,-7.241918286585e-04,2.361455384056e-04,6.538923937770e-04,-6.833814456266e-05
-9.332346035661e-04,1.083548540508e-02,-1.591336636131e-03,1.443404755346e-03,-9.274348027454e-04,1.291197082558e-03
2.733589401624e-04,-3.094633403427e-03,-1.734098912245e-03,1.773034600430e-03,1.408906029708e-03,-1.423043633675e-04
1.003283819509e-03,-9.171725912425e-03,2.756987833534e-05,3.222546620462e-03,4.283054255646e-04,-1.417140688518e-04
-1.125953049443e-04,8.509477647751e-04,-5.629511136677e-04,3.898112102080e-04,1.945496062113e-03,-2.190154490810e-03
-2.444785599045e-04,3.264287351397e-03,7.171700573219e-04,-1.636628745414e-03,9.430897082505e-04,-5.458559415815e-05
-6.911518436284e-04,6.858694973856e-03,-4.251237503980e-04,2.045740808545e-03,-2.055052834110e-03,-1.597177572405e-03
-3.602614181349e-04,2.878835731675e-03,-3.367644115600e-04,1.158848065647e-04,-1.709062376635e-03,1.212037700400e-03
3.185206539851e-04,-1.537123860029e-03,5.145814370512e-04,1.868228532754e-03,1.327143178464e-03,-5.146562368631e-04
-5.449892686741e-04,4.721035854076e-03,9.992537458113e-04,-2.377037631764e-05,1.001061048145e-03,4.245782592960e-04
-6.963615979877e-04,8.019571096024e-03,-1.130181834762e-04,1.424343630785e-03,-1.478773366363e-03,-2.338800335672e-04
8.762783597453e-04,-1.011517587443e-02,-9.859599508547e-08,8.327603938571e-04,4.617127841418e-04,-3.891217945530e-04
1.411769120826e-03,-1.378650493815e-02,-5.071478752972e-04,6.735850208905e-04,1.211895961390e-03,-8.061079766605e-04
1.714064083656e-03,-1.843363283817e-02,9.452519149341e-04,1.235081537382e-03,1.060881340324e-03,3.849037861365e-04
-1.842486129910e-03,1.703671493752e-02,-6.152992584050e-04,1.532167278775e-03,-1.884334743701e-04,-9.124841729289e-04
-5.323021886081e-04,5.703401546787e-03,1.253748217392e-03,1.495704674489e-03,4.848130312924e-04,2.388523022039e-04
1.344545891858e-03,-1.382192208169e-02,1.981663313881e-04,2.192896350215e-03,-1.456968480773e-03,1.277889696322e-04
-1.711039290900e-04,7.905939671961e-04,-1.329047817625e-03,1.217027321471e-03,-2.115797727133e-03,2.038499576725e-04
4.889308663087e-04,-5.300505897841e-03,-9.311038432517e-04,6.583523992686e-05,9.494617314247e-04,-1.831413871568e-03
-1.683120380334e-03,1.584732444014e-02,-1.074580614723e-03,5.349907342280e-04,-9.156605880849e-05,-1.718909776883e-03
-6.382725115331e-04,6.851382297736e-03,2.468073628912e-03,5.226226610667e-04,-5.666451673349e-04,-1.297583866320e-03
-7.976727869976e-04,7.042728152486e-03,-1.567758620827e-03,1.706344431687e-03,-6.352298510645e-04,6.241323218530e-04
1.282601250194e-03,-1.397181928483e-02,1.836838437117e-03,1.311046476500e-03,4.342033380762e-04,-5.237019073341e-04
-3.474043319323e-05,4.013465759516e-04,9.680284126796e-04,7.237174028278e-04,-3.425017167264e-04,-1.026832038606e-03
-1.553501810565e-03,1.531104606815e-02,5.492262653571e-04,4.005160515544e-04,8.982648560544e-04,3.494164746927e-04
-3.897557043954e-04,3.214527554722e-03,-1.060597953043e-04,1.866571099321e-03,7.404839085010e-04,1.517084440208e-03
-1.428695366941e-03,1.279535744843e-02,5.769237965590e-05,3.518036205745e-03,6.622133419083e-04,2.558590030311e-04
-3.115287422578e-04,2.587289368210e-03,-4.763946599608e-04,5.930024546201e-04,1.308360046817e-03,-9.215120341502e-04
4.337567994892e-04,-4.050067515444e-03,-1.246860251670e-03,2.301875328115e-03,1.076341013023e-04,-7.946399267891e-04
1.085443156882e-03,-1.086830313742e-02,-1.276681485060e-04,3.008062203362e-04,-2.567926740210e-04,7.365737982719e-04
3.507200641407e-04,-3.309732285856e-03,-1.164847372992e-03,-4.884943168104e-04,-4.376776125931e-04,2.464349207845e-04
1.143368353314e-03,-1.030640941433e-02,-8.001891420481e-04,2.634615348156e-03,1.635287336407e-05,5.036328450981e-04
1.166614228832e-03,-1.094367150270e-02,-1.373967503892e-03,-4.025540301367e-04,-1.125442528255e-03,5.755342109316e-04
2.033701391056e-03,-2.076345383372e-02,-8.754997385122e-05,7.196018432988e-04,-1.112727321515e-03,-9.102797100774e-04
8.214237127385e-04,-8.046134119293e-03,6.084461474083e-04,8.889664781230e-04,2.889385972046e-04,6.104955499386e-04
5.397166428749e-04,-4.782941746104e-03,-6.218553018811e-04,1.769940757546e-03,3.212188426448e-04,-1.145152596310e-03
1.229295485413e-03,-1.299363606191e-02,1.774950586577e-03,2.312137529781e-03,3.956079128265e-04,1.790493396103e-04
-8.543419476175e-04,9.004566811962e-03,-1.199024778104e-03,1.212869916355e-03,-1.578267742588e-03,-1.513350017105e-03
8.137325311299e-04,-8.690905519354e-03,-1.481186642806e-03,-1.003192208292e-03,-1.561662625667e-03,-1.235869641208e-03
-7.355889785062e-04,6.379113782199e-03,3.331735993820e-04,3.915496711995e-04,-4.067824392952e-05,-4.046054870568e-04
-9.018062730845e-04,7.394205579296e-03,-2.631009925845e-04,-5.527497839019e-04,-1.603306773853e-03,1.309664984869e-04
-7.227968710117e-04,6.983954227973e-03,9.618310342445e-05,-1.173864867611e-03,-8.844965141620e-05,-4.506506374414e-04
-4.745392052061e-04,4.063343246020e-03,-9.236994652931e-04,4.002191822287e-04,-1.110189651384e-04,-6.920651703111e-05
3.532456928647e-05,-1.272075852917e-04,3.009509590068e-04,9.734177244982e-04,-1.730455471371e-03,-7.129362430561e-04
-1.881825254473e-03,1.993956688939e-02,-1.779971910555e-04,1.455050325846e-03,-9.595058178978e-05,-6.851051126503e-04
1.521727168774e-04,-3.177988218032e-03,7.785282397483e-04,2.004323971012e-03,4.385345682747e-04,1.527398226291e-03
-1.983152035497e-03,1.953518134933e-02,-1.852546717801e-03,2.341657773178e-03,4.573457923431e-04,-9.657443066372e-04
-2.126906778090e-03,2.042285101998e-02,-6.699967825071e-04,6.399265906345e-04,-7.883626313764e-04,-8.001440357165e-04
1.203941124905e-03,-1.191437567944e-02,-1.669582557050e-03,6.837666376634e-04,-4.783941324370e-04,3.556076333816e-04
7.335846011365e-04,-7.567481595109e-03,-4.645255318239e-04,3.638533582797e-04,5.267567047025e-04,1.209119244414e-03
1.569546747311e-03,-1.487395617432e-02,-8.670599417549e-04,1.368588884200e-03,1.575284021311e-03,1.186894730541e-03
-4.226959123510e-04,4.433802196221e-03,1.120591121895e-03,1.707004597939e-03,1.505790572414e-03,4.069410210527e-04
-1.812092298978e-03,1.871622241707e-02,1.620798039748e-03,2.250810735235e-03,8.954072840402e-04,1.506673159406e-03
-1.467846076245e-03,1.505822448576e-02,9.412698736884e-05,1.335781024574e-03,-2.490776369794e-04,-9.788957997349e-04
2.151697090348e-03,-2.069306878410e-02,9.257716701276e-04,1.601112526705e-03,-3.557902285759e-04,-1.625187752413e-03
-7.736913418029e-04,7.078936055269e-03,1.220479867211e-03,1.158791734304e-03,1.868605801841e-03,-2.237641804708e-04
-1.935725071730e-03,1.823520340949e-02,-1.166514533255e-03,3.309313356364e-04,8.493641832924e-04,4.888542616543e-04
1.712566156777e-03,-1.617820895577e-02,-9.168585482634e-04,1.403114323364e-03,-1.106011058366e-04,-2.692748978432e-04
1.074184866634e-03,-9.050520548549e-03,2.180895528931e-04,5.370994193345e-04,-8.691182968085e-04,-7.327967120968e-04
3.636379957046e-04,-2.178537041198e-03,1.732914844870e-03,5.218774628538e-04,-3.399874244597e-04,7.636905641340e-04
-1.849428492700e-03,1.910856095484e-02,1.927408489484e-03,1.232350997790e-03,-3.103359810937e-04,1.364843303534e-03
-2.712829175530e-04,2.989747510237e-03,-1.781954527909e-03,7.156734701484e-05,-8.674818571685e-04,-6.430998612420e-04
1.006258300863e-03,-1.054047297440e-02,9.506062894897e-04,3.474931318339e-03,6.597317207623e-04,-2.633900822044e-04
-6.226814237768e-04,4.405959609087e-03,1.192741553830e-03,1.525668566496e-03,-2.403086943799e-03,4.451606356821e-04
-7.820154521725e-04,7.980449788390e-03,-8.483177030907e-04,-9.525363313476e-04,-2.349064954755e-04,9.304860920405e-04
-3.123007466563e-04,3.742039384225e-03,-7.169505183383e-04,2.061511264091e-03,7.188082350850e-04,4.117612825309e-04
1.104436572065e-03,-1.066942608622e-02,-1.133079140831e-03,1.618049080264e-04,-7.216275691064e-04,1.238938844494e-03
-7.440085527540e-04,5.480605249404e-03,-1.250426695836e-03,-9.830649492433e-04,-2.998295371576e-04,7.812823365524e-04
4.715202919551e-04,-5.755768681867e-03,-1.995116351858e-04,1.583627861508e-03,-7.185859397315e-04,2.946582577619e-04
-6.898276906932e-04,7.282371455855e-03,2.900535901922e-04,1.373206920899e-03,4.468774690297e-04,2.977646419134e-04
-2.102221271530e-03,2.107419563177e-02,-3.134692913091e-05,7.455702976776e-05,3.849250377586e-04,-1.645713963998e-03
9.880538545165e-04,-1.004647089601e-02,1.860810723506e-03,8.255745590410e-04,-9.102024231475e-04,1.118251247819e-03
8.714776776554e-04,-8.315854302964e-03,1.274548999301e-03,2.162186900070e-04,-1.483112706080e-04,9.343546476380e-04
1.705502315497e-03,-1.566180818622e-02,-6.649438074523e-04,7.368593746431e-04,-1.184320482802e-03,3.801878512572e-04
1.583257701369e-03,-1.584603808945e-02,-1.216379879553e-03,1.430292553011e-03,8.883553385003e-04,1.733682071900e-03
-1.719008884193e-04,2.598667530668e-03,-2.834273824675e-04,-1.281030929359e-03,2.562885452186e-04,6.536312030598e-04
-6.158725605606e-04,5.677327930639e-03,9.623806212855e-04,-8.250985729474e-04,-3.769945537570e-04,-5.618808328901e-05
-1.282185150158e-03,1.478371058386e-02,-7.953763304423e-05,2.918585843327e-03,-1.565768166119e-03,-2.887148301545e-04
-2.659202559605e-04,3.445871311880e-03,-3.044134234475e-04,1.081979277031e-03,-2.521044868907e-03,-1.290214644531e-03
-8.672669777508e-04,9.992587662652e-03,1.003464860655e-03,1.640019068653e-03,-1.791938530346e-03,-4.316080569463e-04
2.595840999884e-04,-3.290151511379e-03,-5.985423798851e-04,-1.062556623203e-04,4.590137147110e-04,-6.534501502562e-04
-2.516748878566e-03,2.527773892555e-02,1.242554573643e-03,1.073665303072e-03,-4.082414884139e-05,3.407843694799e-04
-8.128374541350e-04,8.557402555390e-03,5.987674248422e-04,6.929261812327e-04,-5.321595854061e-05,-5.931189602947e-04
1.057677781794e-03,-1.137644103003e-02,8.374754149102e-04,8.389067087863e-04,1.680211972792e-03,1.092211855076e-03
-2.160982240797e-03,2.179479313997e-02,5.844036071521e-04,-1.559259776744e-04,-6.504396308958e-04,-1.240947949297e-03
7.061096680476e-04,-7.056116955540e-03,-8.983866129854e-04,-4.946764011465e-04,-2.134878853108e-04,-1.260835044110e-03
4.442635070565e-04,-2.709824068380e-03,-6.590841615510e-04,8.386227945559e-04,-4.574385661660e-04,-8.829723860273e-05
2.337057242996e-03,-2.309851877928e-02,5.159181988932e-04,2.882230427547e-03,-3.058203155270e-04,7.114507425684e-04
1.424301059411e-03,-1.324748018225e-02,-4.138210757305e-04,6.938018683931e-04,-7.455757235681e-04,7.282276894536e-04
-1.047047216370e-03,1.139226196568e-02,-9.103215434314e-04,1.620870409702e-03,2.720459697572e-04,-3.299032110966e-04
1.568600941241e-03,-1.582121026329e-02,-8.360621425516e-04,1.536671523479e-03,-8.805359200781e-04,-6.782461578336e-04
-2.495809656732e-03,2.536686692767e-02,8.389951142381e-04,-4.098935801724e-04,6.477034147757e-04,3.911688338098e-04
-5.783111329785e-04,7.268873475945e-03,-1.245095675441e-03,-3.743163016739e-04,-1.025933119047e-03,7.878338047104e-04
1.609539304026e-03,-1.542239326893e-02,-9.403621661897e-04,1.532818203107e-03,-1.494556712684e-04,4.591309262594e-05
-1.020563834321e-03,1.045337704049e-02,-9.726257840809e-04,-1.167152440182e-03,4.398149643890e-04,-6.569668934526e-05
-3.282161907934e-05,1.625684380226e-03,-1.372500951508e-03,2.330503805053e-03,-1.262174965957e-03,6.067913926272e-04
3.664114582581e-04,-4.164404350064e-03,8.584358433816e-04,8.152631097585e-04,-5.463583196604e-05,2.755144186492e-03
1.379300220292e-04,-6.457624740578e-04,7.955965817680e-04,9.842361887323e-04,3.858176750104e-04,-4.800561294529e-04
-6.001670211077e-05,1.039181828129e-03,6.660135178000e-04,2.029305246835e-03,-2.073550405076e-03,-1.331722466983e-03
5.867181511448e-04,-5.963128518322e-03,1.145803806922e-03,1.711798224349e-03,-1.029563670963e-04,-1.099317272990e-04
3.168835665348e-04,-4.621757000255e-03,1.178373161831e-03,1.311013028564e-03,-8.160553473154e-04,1.388183369418e-03
1.519305256267e-03,-1.620168378822e-02,-2.729917251617e-04,-9.257884369992e-04,2.315978518949e-04,-5.996143381173e-04
4.371837960413e-04,-3.636038883917e-03,-1.250220801412e-03,4.975801988808e-04,-7.105717068775e-04,-9.478283867307e-04
-1.879057914824e-03,1.898073773316e-02,8.933231488783e-05,5.555408308253e-04,-4.068737057925e-04,1.332475981248e-03
-6.849845957474e-04,5.472490785004e-03,9.129456441064e-04,2.129840870248e-03,-8.009323831607e-04,-1.240071505540e-05
-2.921973568258e-04,1.947591987837e-03,-7.638691759046e-04,2.389279861072e-03,-5.178985969122e-04,-7.021941696784e-04
7.091742324624e-05,3.033552017106e-04,-1.435741965119e-03,1.423233151180e-03,-1.755902012265e-04,4.856499442309e-04
-4.022798331477e-05,7.312882914976e-04,-1.216233555766e-03,2.661774147931e-03,-4.038431136119e-04,-5.016530995355e-05
2.070379909110e-03,-1.940950514657e-02,-4.489949106351e-04,-2.020622687727e-04,-1.014259239432e-03,5.533021918223e-04
-3.821023495225e-04,5.111404568746e-03,1.998054520961e-03,5.053054746669e-04,8.154665749423e-04,-5.974585431485e-04
8.136087189757e-04,-7.893664054128e-03,-1.724176659063e-03,4.984791876011e-04,-4.425914920246e-05,1.094020807509e-03
-9.316287171281e-04,9.103834832807e-03,1.581143628523e-04,4.290432422075e-04,2.162365525018e-04,-6.020568255539e-06
-1.179364995786e-03,1.323947173644e-02,2.852668925658e-04,-6.237304009268e-05,1.547680537431e-03,-1.397803387501e-04
-1.638424303093e-04,2.570794202172e-03,-9.811779617209e-04,9.196993752868e-04,1.056288741568e-03,6.521942859227e-04
2.514177016363e-04,-3.021337054517e-03,5.744315632053e-04,1.231996221792e-03,9.596319860947e-04,-6.733059089160e-04
-5.389876938065e-04,4.789275289564e-03,6.523994465056e-04,1.558006440454e-03,-3.411518440914e-04,3.163221696092e-04
4.421313561850e-04,-5.601978017006e-03,9.906641343100e-05,6.045940530424e-05,5.568335750544e-04,-7.045314263294e-04
-4.782318377666e-04,4.785099094595e-03,-2.534912743597e-04,1.521130740658e-03,-6.844555972326e-04,2.049265613775e-03
-4.468856910929e-04,4.931068636539e-03,8.231586311283e-04,1.609083040059e-03,-6.332383253477e-05,-1.397942814734e-03
-5.951582400803e-04,8.306544248114e-03,-1.633822470721e-03,-1.147088408858e-04,8.698330380214e-05,2.150579237143e-04
1.316522923510e-03,-1.503980366102e-02,-1.167953935099e-03,4.781387377436e-04,-2.966781138263e-05,1.180609630785e-03
-1.964495784872e-04,3.757908876645e-03,3.646249155892e-04,8.430944191880e-04,1.901223360978e-04,-5.834796978574e-04
2.399218726115e-04,-1.229816156627e-03,6.826330518124e-04,1.294176093146e-03,4.321821546382e-04,-4.960151183982e-04
7.749822616529e-04,-8.321336039993e-03,4.568902370641e-05,1.407631207723e-03,-1.665936622109e-03,-8.685310906253e-04
-7.061703446769e-04,5.948800203442e-03,-2.702612912965e-04,1.076826852747e-03,9.926415723766e-04,-1.471714170871e-03
1.341523997299e-03,-1.343443647175e-02,-6.987333345076e-04,5.933971173141e-04,1.967893417515e-03,-9.829589837173e-04
1.481761517284e-04,-7.901391391731e-04,2.477691600403e-03,1.512837953354e-03,-1.520634475865e-03,4.804456108811e-04
9.463158585204e-05,9.862861123729e-04,-3.099586317081e-04,6.291460041476e-04,-7.439447692740e-04,-1.559199520653e-03
2.086379738357e-03,-2.066501313343e-02,1.284113140855e-03,-2.960313507824e-04,2.253434897622e-05,6.620203552330e-04
-5.944847581068e-04,4.145104639698e-03,-9.630212269083e-04,2.015138889521e-03,-4.510737629651e-04,3.744707597525e-04
2.849977469319e-04,-3.888843043700e-03,-7.262051501519e-04,1.163140073504e-03,3.948602398141e-04,-1.062507533587e-03
1.602216237706e-03,-1.753347300492e-02,4.559169874440e-04,1.579070415820e-03,-8.754565057890e-04,4.461506758574e-04
-3.820112573448e-04,5.496201226352e-03,1.500657106926e-03,1.776487109444e-03,1.025089298950e-04,1.906623429388e-04
6.784200019800e-04,-7.499150482774e-03,1.220701721280e-03,1.060781998410e-03,1.018154624127e-04,-7.568039506803e-04
6.803354111647e-04,-5.715738949099e-03,-1.293012131927e-04,8.799697490151e-04,-1.019859563456e-03,-1.959924585562e-03
-6.725543655662e-05,2.021502079389e-03,1.752169375659e-03,7.452873827331e-04,1.222347114989e-04,1.661591661984e-04
2.194358947543e-04,-2.503366220895e-03,3.810599539135e-04,-3.349427200802e-04,9.818576847565e-04,-1.852036120249e-03
-2.223617264400e-04,9.274160049453e-04,-2.001059225804e-03,8.047170371079e-04,9.939559865281e-05,6.154879891224e-04
1.654868316433e-03,-1.450672493157e-02,-2.593396010848e-04,6.066853918054e-04,3.138946289495e-04,8.798857136457e-05
-1.522798372308e-03,1.494432831968e-02,1.553055763041e-03,7.579049767103e-04,1.046646094740e-03,-1.682327400494e-03
-8.525755921511e-04,8.689740954502e-03,-5.352802021684e-04,5.310629007406e-05,-9.818627304728e-04,1.393016036356e-03
5.999988779248e-04,-3.641693755973e-03,-1.082247405761e-03,1.268280836918e-03,-2.602976267171e-04,-9.440904697612e-05
-1.034803060896e-03,1.024682638556e-02,2.104816797874e-04,-7.696750212222e-04,-1.909476219912e-03,-9.579392382449e-04
1.865907320588e-03,-1.907694058437e-02,-3.933238809972e-04,6.965972006080e-04,1.437940817879e-03,-1.222734292901e-03
-1.247462453301e-03,1.255809436679e-02,1.365778513053e-03,-8.981242478988e-04,-1.316154099408e-03,4.322942413149e-04
